{500000, 10}
{743, {1, 1, 0, 1, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{49174, {1, 1, 0, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{49985, {0, 0, 1, 0, 1, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{51661, {0, 0, 1, 0, 0, 0, 0, 0, 1, 1}, {0.5, 0.5}}
{53395, {1, 1, 0, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{55627, {1, 1, 1, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{56587, {0, 0, 0, 0, 1, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{56709, {1, 1, 1, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{57455, {0, 0, 0, 0, 1, 0, 1, 0, 1, 1}, {0.5, 0.5}}
{58050, {1, 1, 1, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{58528, {1, 1, 1, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{59871, {1, 1, 1, 0, 0, 1, 1, 1, 1, 1}, {0.5, 0.5}}
{60140, {0, 1, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{60300, {0, 1, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{60356, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{60428, {0, 1, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{60683, {1, 1, 1, 1, 0, 1, 0, 1, 0, 0}, {0.5, 0.5}}
{60878, {1, 0, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{61056, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{61419, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{61983, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{62324, {0, 1, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{63963, {1, 0, 0, 1, 1, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{64625, {0, 1, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{64675, {0, 1, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{65102, {0, 0, 0, 0, 1, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{65109, {0, 1, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{65176, {1, 0, 0, 1, 1, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{65308, {1, 0, 0, 1, 1, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{65475, {1, 1, 1, 1, 0, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{66292, {0, 0, 0, 0, 1, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{66535, {0, 1, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{67311, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{67396, {0, 1, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{67687, {0, 1, 1, 0, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{68168, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{68951, {0, 0, 0, 0, 1, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{70165, {1, 0, 0, 1, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{70237, {0, 0, 0, 0, 1, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{70362, {0, 0, 0, 0, 1, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{70848, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{71832, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{72289, {0, 1, 1, 0, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{72512, {0, 1, 1, 0, 1, 0, 0, 1, 1, 1}, {0.5, 0.5}}
{72567, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{73015, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{73018, {0, 1, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{73136, {1, 1, 1, 1, 0, 1, 0, 1, 1, 1}, {0.5, 0.5}}
{73339, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{74369, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{74748, {0, 1, 1, 0, 1, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{75012, {0, 1, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{79109, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{82591, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{82777, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{82959, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{83071, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{83559, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{83710, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{84018, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{84153, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{84697, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{85291, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{85299, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{85818, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{85835, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{85889, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{86628, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{86897, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{86928, {1, 1, 1, 1, 0, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{86974, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{87231, {0, 0, 0, 0, 1, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{87625, {0, 0, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{89691, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{92074, {0, 0, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{93192, {1, 1, 0, 1, 1, 0, 0, 0, 1, 1}, {0.5, 0.5}}
{93734, {0, 0, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{95395, {1, 1, 0, 1, 1, 0, 0, 0, 1, 1}, {0.5, 0.5}}
{97207, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{98773, {0, 0, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{101465, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{102589, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{102980, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{103453, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{104374, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{105370, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{105709, {1, 1, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{105732, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{105906, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{106397, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{106827, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{109318, {1, 0, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{110244, {0, 0, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{110974, {1, 1, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{111228, {1, 1, 0, 1, 0, 0, 0, 0, 0, 1}, {0.5, 0.5}}
{111447, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{112208, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{112786, {0, 0, 1, 0, 1, 0, 1, 1, 1, 0}, {0.5, 0.5}}
{113031, {0, 0, 1, 0, 1, 0, 1, 1, 1, 0}, {0.5, 0.5}}
{113112, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{114417, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{115324, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{117242, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{119020, {1, 1, 0, 1, 0, 1, 0, 0, 0, 1}, {0.5, 0.5}}
{120999, {0, 0, 1, 0, 1, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{121409, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{121605, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{127152, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{128572, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{130563, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{131310, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{132463, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{133127, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{133525, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{134074, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{135148, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{138821, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{138956, {0, 0, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{140165, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{141134, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{141658, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{141725, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{141848, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{141922, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{142048, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{142445, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{144774, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{145042, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{145100, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{145176, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{145656, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{146210, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{146268, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{147119, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{148352, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{149236, {0, 0, 1, 0, 0, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{149487, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{149572, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{150137, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{150424, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{150518, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{150547, {1, 0, 0, 1, 0, 0, 1, 0, 0, 1}, {0.5, 0.5}}
{151022, {0, 1, 1, 0, 1, 1, 0, 1, 1, 0}, {0.5, 0.5}}
{151268, {0, 1, 1, 0, 1, 1, 1, 1, 1, 0}, {0.5, 0.5}}
{153570, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{154358, {0, 0, 1, 0, 1, 0, 0, 1, 1, 0}, {0.5, 0.5}}
{154740, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{154806, {0, 0, 1, 0, 0, 0, 0, 1, 0, 0}, {0.5, 0.5}}
{154982, {1, 1, 0, 1, 1, 1, 1, 0, 1, 1}, {0.5, 0.5}}
{156334, {1, 0, 0, 1, 0, 0, 0, 0, 0, 0}, {0.5, 0.5}}
{156358, {1, 1, 0, 1, 0, 1, 1, 0, 0, 1}, {0.5, 0.5}}
{156484, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{156628, {1, 0, 1, 1, 1, 0, 1, 1, 1, 1}, {0.5, 0.5}}
{157022, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{157270, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{157522, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{158531, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{158668, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{159608, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{160155, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{160842, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{160906, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{161428, {0, 0, 0, 0, 1, 0, 0, 0, 1, 0}, {0.5, 0.5}}
{161976, {1, 1, 1, 1, 0, 1, 1, 1, 0, 1}, {0.5, 0.5}}
{163791, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{165489, {0, 1, 0, 0, 0, 1, 0, 0, 0, 0}, {0.5, 0.5}}
{166921, {0, 1, 0, 0, 0, 1, 1, 0, 0, 0}, {0.5, 0.5}}
{167528, {1, 0, 0, 1, 0, 0, 0, 0, 1, 1}, {0.5, 0.5}}
{169124, {1, 0, 1, 1, 0, 0, 0, 1, 1, 1}, {0.5, 0.5}}
